product,sales,date,region
pink morsel,1644.0,2018-07-03,north
pink morsel,1638.0,2018-07-03,south
pink morsel,1623.0,2018-07-03,east
pink morsel,1515.0,2018-07-03,west
pink morsel,1743.0,2018-07-04,north
pink morsel,1587.0,2018-07-04,south
pink morsel,1764.0,2018-07-04,east
pink morsel,1572.0,2018-07-04,west
pink morsel,1752.0,2018-07-05,north
pink morsel,1647.0,2018-07-05,south
pink morsel,1575.0,2018-07-05,east
pink morsel,1500.0,2018-07-05,west
pink morsel,1743.0,2018-07-06,north
pink morsel,1566.0,2018-07-06,south
pink morsel,1758.0,2018-07-06,east
pink morsel,1689.0,2018-07-06,west
pink morsel,1776.0,2018-07-07,north
pink morsel,1770.0,2018-07-07,south
pink morsel,1695.0,2018-07-07,east
pink morsel,1566.0,2018-07-07,west
pink morsel,1623.0,2018-07-08,north
pink morsel,1776.0,2018-07-08,south
pink morsel,1515.0,2018-07-08,east
pink morsel,1761.0,2018-07-08,west
pink morsel,1623.0,2018-07-09,north
pink morsel,1788.0,2018-07-09,south
pink morsel,1542.0,2018-07-09,east
pink morsel,1515.0,2018-07-09,west
pink morsel,1794.0,2018-07-10,north
pink morsel,1794.0,2018-07-10,south
pink morsel,1755.0,2018-07-10,east
pink morsel,1761.0,2018-07-10,west
pink morsel,1605.0,2018-07-11,north
pink morsel,1569.0,2018-07-11,south
pink morsel,1638.0,2018-07-11,east
pink morsel,1677.0,2018-07-11,west
pink morsel,1593.0,2018-07-12,north
pink morsel,1500.0,2018-07-12,south
pink morsel,1539.0,2018-07-12,east
pink morsel,1719.0,2018-07-12,west
pink morsel,1749.0,2018-07-13,north
pink morsel,1596.0,2018-07-13,south
pink morsel,1680.0,2018-07-13,east
pink morsel,1509.0,2018-07-13,west
pink morsel,1500.0,2018-07-14,north
pink morsel,1653.0,2018-07-14,south
pink morsel,1620.0,2018-07-14,east
pink morsel,1575.0,2018-07-14,west
pink morsel,1737.0,2018-07-15,north
pink morsel,1713.0,2018-07-15,south
pink morsel,1698.0,2018-07-15,east
pink morsel,1539.0,2018-07-15,west
pink morsel,1773.0,2018-07-16,north
pink morsel,1707.0,2018-07-16,south
pink morsel,1554.0,2018-07-16,east
pink morsel,1515.0,2018-07-16,west
pink morsel,1551.0,2018-07-17,north
pink morsel,1566.0,2018-07-17,south
pink morsel,1788.0,2018-07-17,east
pink morsel,1614.0,2018-07-17,west
pink morsel,1704.0,2018-07-18,north
pink morsel,1656.0,2018-07-18,south
pink morsel,1530.0,2018-07-18,east
pink morsel,1659.0,2018-07-18,west
pink morsel,1620.0,2018-07-19,north
pink morsel,1725.0,2018-07-19,south
pink morsel,1704.0,2018-07-19,east
pink morsel,1527.0,2018-07-19,west
pink morsel,1731.0,2018-07-20,north
pink morsel,1761.0,2018-07-20,south
pink morsel,1644.0,2018-07-20,east
pink morsel,1653.0,2018-07-20,west
pink morsel,1725.0,2018-07-21,north
pink morsel,1698.0,2018-07-21,south
pink morsel,1662.0,2018-07-21,east
pink morsel,1656.0,2018-07-21,west
pink morsel,1608.0,2018-07-22,north
pink morsel,1773.0,2018-07-22,south
pink morsel,1659.0,2018-07-22,east
pink morsel,1647.0,2018-07-22,west
pink morsel,1638.0,2018-07-23,north
pink morsel,1623.0,2018-07-23,south
pink morsel,1719.0,2018-07-23,east
pink morsel,1629.0,2018-07-23,west
pink morsel,1701.0,2018-07-24,north
pink morsel,1725.0,2018-07-24,south
pink morsel,1752.0,2018-07-24,east
pink morsel,1557.0,2018-07-24,west
pink morsel,1500.0,2018-07-25,north
pink morsel,1707.0,2018-07-25,south
pink morsel,1533.0,2018-07-25,east
pink morsel,1737.0,2018-07-25,west
pink morsel,1605.0,2018-07-26,north
pink morsel,1767.0,2018-07-26,south
pink morsel,1551.0,2018-07-26,east
pink morsel,1521.0,2018-07-26,west
pink morsel,1659.0,2018-07-27,north
pink morsel,1611.0,2018-07-27,south
pink morsel,1695.0,2018-07-27,east
pink morsel,1632.0,2018-07-27,west
pink morsel,1515.0,2018-07-28,north
pink morsel,1584.0,2018-07-28,south
pink morsel,1596.0,2018-07-28,east
pink morsel,1743.0,2018-07-28,west
pink morsel,1791.0,2018-07-29,north
pink morsel,1599.0,2018-07-29,south
pink morsel,1749.0,2018-07-29,east
pink morsel,1755.0,2018-07-29,west
pink morsel,1755.0,2018-07-30,north
pink morsel,1662.0,2018-07-30,south
pink morsel,1509.0,2018-07-30,east
